"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,"Total
Threads","Total
Memory (GB)","ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle","Result
(Overall ssj_ops/watt)"
Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz, Intel Xeon X5670 processor)
Apr 21, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,"902,465",249,68.1,"2,780"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)
ProLiant h1000 G6
Apr 21, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,444,415",952,219,"2,882"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)
ProLiant h1000 G6
May 13, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,424,663",883,216,"3,008"
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000
Jun 2, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,097,467",656,179,"2,357"
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000
Jun 17, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,889,017",662,181,"3,210"
Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz, Intel Xeon L5640 processor)
Jul 28, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"732,062",178,54.6,"2,979"
Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz, Intel Xeon L5640 processor)
Aug 11, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"725,620",172,53.6,"3,052"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett-Packard Company,"ProLiant DL170e G6
HP ProLiant DL2000
Dec 1, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,886,872",660,178,"3,212"
Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz, Intel Xeon X5675 processor)
Feb 24, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"894,314",222,52.3,"3,197"
Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz, Intel Xeon X5675 processor)
ProLiant SL6500
Oct 4, 2011 | HTML | Text",8,Oracle Corporation,Intel Xeon X5675,3067,16,96,192,128,"7,299,642","1,761",389,"3,322"
Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz, Intel Xeon X5675 processor)
Oct 19, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5675,3067,2,12,24,16,"911,658",216,55.6,"3,329"
Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz, AMD Opteron 6276 processor)
Nov 14, 2011 | HTML | Text",1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,"1,180,059",308,68.9,"2,881"
Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz, AMD Opteron 6380 processor)
Dec 3, 2012 | HTML | Text",1,IBM Corporation,AMD Opteron 6380,2500,2,32,32,64,"1,660,274",306,66.6,"4,116"
Hewlett-Packard Company,"ProLiant DL560 Gen9
Sep 29, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-4669 v3 2.10 GHz,2100,4,72,144,128,NC,NC,NC,NC
"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G3
Feb 17, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor 7020,2660,4,8,16,16,"86,082",833,520,61.1
"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G4
Feb 17, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor 7110M,2600,4,8,16,16,"148,741",732,575,114
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G4
Feb 17, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor 3040,1860,1,2,2,4,"54,479",117,86,268
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G5
Feb 17, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor 3075,2660,1,2,2,4,"98,472",135,93.7,431
"Hewlett-Packard Company
Intel Corp.","ProLiant DL360 G4p (Historical)
Feb 23, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor 3.4 GHz,3400,2,2,1,6,"52,239",352,216,95.9
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G3 (Historical)
Feb 23, 2011 | HTML | Text",1,Oracle Corporation,Intel Pentium D Processor 930,3000,1,2,2,4,"52,303",169,105,190
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G5 (Historical)
Feb 23, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor E7330,2400,4,16,16,64,"506,388",627,418,489
"Hitachi, Ltd.","HA8000/RS440 (AK1)
Feb 23, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X7560,2260,4,32,64,128,"1,957,863","1,103",575,"1,212"
"Hitachi, Ltd.","HA8000/SS10 (DK1)
Feb 23, 2011 | HTML | Text",1,IBM Corporation,Intel Core i3-540,3067,1,2,4,8,"149,942",63.2,24.3,"1,701"
"Hitachi, Ltd.","HA8000/TS10 (FK1)
Feb 23, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"325,852",124,43.5,"2,018"
"Hitachi, Ltd.","HA8000/RS110 (CK1)
Feb 23, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"324,736",137,51.5,"1,787"
"Hitachi, Ltd.","BS320 Server Blade C51P5
Server Chassis BS320A
Feb 23, 2011 | HTML | Text",10,IBM Corporation,Intel Xeon X5675,3067,20,120,240,240,"9,283,341","2,799","1,278","2,377"
"Hitachi, Ltd.","HA8000/TS20 (LK1)
Mar 9, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"900,403",304,132,"2,075"
"Hitachi, Ltd.","HA8000/RS210 (LK1)
Mar 9, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"899,893",302,136,"2,125"
"Hitachi, Ltd.","HA8000/RS220 (LK1)
Mar 9, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"899,238",297,132,"2,126"
"Hitachi, Ltd.","BS2000 Server Blade E55A2
Server Chassis BS2000A
Mar 9, 2011 | HTML | Text",8,IBM Corporation,Intel Xeon X5675,3067,16,96,192,192,"7,437,040","2,507","1,048","2,059"
"Hitachi, Ltd.","HA8000-bd/BD10X1
HA8000-bd 5U Base Unit
Apr 12, 2011 | HTML | Text",40,IBM Corporation,Intel Core i7 610E,2533,40,80,160,320,"5,079,053","1,897",833,"1,856"
"Hitachi, Ltd.","HA8000/RS210 (AL)
Aug 10, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"913,110",293,118,"2,229"
"Hitachi, Ltd.","HA8000/RS220 (AL)
Aug 10, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"914,922",293,124,"2,204"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Hitachi, Ltd.","HA8000/TS20 (AL)
Aug 10, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"917,438",301,125,"2,149"
"Hitachi, Ltd.","HA8000/RS440 (AL)
Aug 10, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon E7-4870,2400,4,40,80,128,"2,225,321",837,423,"1,816"
"Hitachi, Ltd.","HA8000/RS110 (DL)
Aug 24, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,"412,411",114,37.6,"2,876"
"Hitachi, Ltd.","HA8000/SS10 (DL)
Aug 24, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1220,3100,1,4,4,8,"329,862",92.8,22.4,"3,026"
"Hitachi, Ltd.","HA8000/TS10 (DL)
Aug 24, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,"411,743",98.4,24.2,"3,552"
"Hitachi, Ltd.","BS2000 Server Blade E57A2
Server Chassis BS2000A
Nov 9, 2011 | HTML | Text",8,IBM Corporation,Intel Xeon processor E7-8870,2400,16,160,320,256,"9,644,336","3,948","2,024","1,586"
"Hitachi, Ltd.","HA8000/TS20BM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,329,468",294,80.6,"3,987"
"Hitachi, Ltd.","HA8000/RS210-hHM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,394,450",337,99.3,"3,597"
"Hitachi, Ltd.","HA8000/RS220-hHM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,401,473",325,104,"3,677"
"Hitachi, Ltd.","HA8000/RS210AM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,327,737",297,92.9,"3,775"
"Hitachi, Ltd.","HA8000/RS110-hHM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,"670,220",171,58.2,"3,224"
"Hitachi, Ltd.","HA8000/RS220AM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,329,120",286,88.9,"3,911"
"Hitachi, Ltd.","HA8000/TS10-hJM
Aug 22, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,"671,815",156,52.7,"3,501"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Hitachi, Ltd.","HA8000/RS110 (DL2)
Mar 6, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,"494,876",94,45.8,"3,744"
"Hitachi, Ltd.","HA8000/TS10 (DL2)
Mar 20, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,"495,083",85.2,37.2,"4,342"
"Hitachi, Ltd.","HA8000/SS10 (DL2)
Mar 20, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1220v2 (Intel Turbo Boost Technology up to 3.50 GHz),3100,1,4,4,8,"407,490",69.7,36.6,"3,963"
"Huawei Technologies Co., Ltd","XH310
Tecal X6000
Nov 10, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon X3480,3067,4,16,32,32,"1,317,977",470,109,"2,286"
"Huawei Technologies Co., Ltd","XH310
Tecal X6000
Nov 10, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon X3470,2933,4,16,32,32,"1,284,361",472,109,"2,234"
"Huawei Technologies Co., Ltd","XH620
Tecal T6000
Mar 9, 2011 | HTML | Text",2,IBM Corporation,Intel Xeon X5670,2930,4,24,48,24,"1,771,743",449,109,"3,041"
"Huawei Technologies Co., Ltd","XH620
Tecal T6000
Jul 13, 2011 | HTML | Text",2,IBM Corporation,Intel Xeon X5675,3067,4,24,48,32,"1,854,268",463,108,"3,152"
"Huawei Technologies Co., Ltd","RH2285
Nov 2, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"738,788",164,51,"3,199"
"Huawei Technologies Co., Ltd","RH2288 V2
Mar 28, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,"1,280,523",257,59.7,"4,376"
"Huawei Technologies Co., Ltd","RH2288 V2
Mar 28, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,"959,239",178,57.5,"4,186"
"Huawei Technologies Co., Ltd","RH2288 V2
Mar 28, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,336,479",282,55.6,"4,590"
"Huawei Technologies Co., Ltd","RH2288 V2
Mar 28, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,"960,074",170,55.3,"4,369"
"Huawei Technologies Co., Ltd","XH621 V2
Tecal X6000
Mar 28, 2012 | HTML | Text",2,IBM Corporation,Intel Xeon E5-2650L,1800,4,32,64,64,"1,926,420",386,142,"3,712"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Huawei Technologies Co., Ltd","RH2288 V2
May 2, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,"1,246,966",243,54.7,"4,669"
"Huawei Technologies Co., Ltd","RH2288 V2
May 2, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,"1,269,386",240,52.3,"4,752"
"Huawei Technologies Co., Ltd","RH2288 V2
May 2, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,"1,282,967",239,51.6,"4,830"
"Huawei Technologies Co., Ltd","RH2288 V2
May 16, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,297,229",239,54,"5,088"
"Huawei Technologies Co., Ltd","RH2288 V2
May 16, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2650L,1800,2,16,32,16,"1,007,084",161,52.2,"4,846"
"Huawei Technologies Co., Ltd","RH2288 V2
May 16, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,16,"1,394,534",279,54.8,"4,871"
"Huawei Technologies Co., Ltd","RH2285 V2
May 30, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2450L,1800,2,16,32,16,"1,006,482",167,54,"4,734"
"Huawei Technologies Co., Ltd","RH2285 V2
May 30, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,16,"1,328,249",249,53,"5,052"
"Huawei Technologies Co., Ltd","RH2285 V2
May 30, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2450,2100,2,16,32,16,"1,254,329",231,53.4,"4,959"
"Huawei Technologies Co., Ltd","RH2285 V2
May 30, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2440,2400,2,12,24,16,"986,986",207,55.1,"4,117"
"Huawei Technologies Co., Ltd","XH320 V2
Tecal X6000 V2
Jun 28, 2012 | HTML | Text",4,Oracle Corporation,Intel Xeon E5-2470,2300,8,64,128,64,"5,289,221","1,079",180,"5,065"
"Huawei Technologies Co., Ltd","RH2485 V2
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,"2,395,181",428,92.3,"5,013"
"Huawei Technologies Co., Ltd","RH2485 V2
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,"2,402,711",430,92.7,"4,991"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Huawei Technologies Co., Ltd","RH2288 V2
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2630,2300,2,12,24,32,"968,689",205,56.2,"3,990"
"Huawei Technologies Co., Ltd","RH2288 V2
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,32,"1,348,825",275,56.2,"4,684"
"Huawei Technologies Co., Ltd","RH2288 V2
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2640,2500,2,12,24,32,"1,034,209",231,57,"3,992"
"Huawei Technologies Co., Ltd","BH640 V2
HuaWei Tecal E6000
Aug 8, 2012 | HTML | Text",3,Oracle Corporation,Intel Xeon E5-4640,2400,12,96,192,96,"7,067,768","1,253",283,"5,120"
"Huawei Technologies Co., Ltd","RH2285 V2
Sep 5, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,384,613",254,53.9,"5,203"
"Huawei Technologies Co., Ltd","BH622 V2
HuaWei Tecal E6000
Sep 5, 2012 | HTML | Text",4,Oracle Corporation,Intel Xeon E5-2660,2200,8,64,128,64,"5,271,615","1,003",238,"4,806"
"Huawei Technologies Co., Ltd","RH2285 V2
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,489,644",241,51,"5,717"
"Huawei Technologies Co., Ltd","RH2288 V2
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,"1,437,235",236,66.8,"4,786"
"Huawei Technologies Co., Ltd","RH2288 V2
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,445,741",239,51.5,"5,453"
"Huawei Technologies Co., Ltd","RH2288 V2
Nov 28, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,397,144",231,52.4,"5,544"
"Huawei Technologies Co., Ltd","RH2288 V2
Jun 26, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2650,2000,2,16,32,24,"1,307,626",207,55.3,"5,284"
"Huawei Technologies Co., Ltd","RH2485 V2
Jul 10, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-4607,2200,4,24,48,60,"1,693,493",324,89.6,"4,266"
"Huawei Technologies Co., Ltd","RH2288H V2-8 Rack Server
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660V2,2200,2,20,40,24,"1,759,570",202,52,"7,336"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Huawei Technologies Co., Ltd","Tecal CH121
Huawei Tecal E9000
Oct 21, 2013 | HTML | Text",6,IBM Corporation,Intel Xeon E5-2660 v2,2200,12,120,240,144,"10,356,616","1,310",334,"6,309"
"Huawei Technologies Co., Ltd","Tecal CH121
Huawei Tecal E9000
Oct 21, 2013 | HTML | Text",8,IBM Corporation,Intel Xeon E5-2660 v2,2200,16,160,320,192,"13,828,286","1,732",417,"6,453"
"Huawei Technologies Co., Ltd","RH2288H V2
May 7, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2609,2400,2,8,8,48,"543,919",137,68.7,"2,716"
"Huawei Technologies Co., Ltd","XH628 V3
Huawei FusionServer X6800
Oct 21, 2014 | HTML | Text",3,IBM Corporation,Intel Xeon E5-2699 v3,2300,6,108,216,192,NC,NC,NC,NC
"Huawei Technologies Co., Ltd","FusionServer RH2288 V3
Oct 21, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 V3,2300,2,36,72,64,NC,NC,NC,NC
"Huawei Technologies Co., Ltd","FusionServer RH2288 V3
Dec 1, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699V3,2300,2,36,72,64,NC,NC,NC,NC
"Huawei Technologies Co., Ltd","Fusion Server RH2288H V3
Sep 25, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,206,810",266,44.8,"10,700"
"Huawei Technologies Co., Ltd","Fusion Server RH2288H V3
Apr 27, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2698 V4,2200,2,40,80,64,"4,009,213",329,43.5,"12,212"
"Huawei Technologies Co., Ltd","Fusion Server XH620 V3
Huawei FusionServer X6800
Apr 27, 2016 | HTML | Text",4,Oracle Corporation,Intel Xeon E5-2698 V4,2200,8,160,320,256,"15,938,684","1,419",217,"10,653"
"Huawei Technologies Co., Ltd","FusionServer CH121 V3
Huawei FusionServer E9000
Dec 21, 2016 | HTML | Text",8,Oracle Corporation,Intel Xeon E5-2683 V4,2100,16,256,512,4096,"24,662,648","3,868","1,080","5,316"
"Huawei Technologies Co., Ltd","FusionServer CH121 V3
Huawei FusionServer E9000
Dec 21, 2016 | HTML | Text",10,Oracle Corporation,Intel Xeon E5-2683 V4,2100,20,320,640,5120,"30,620,865","4,425","1,250","5,555"
"Huawei Technologies Co., Ltd","FusionServer XH321 V3
Huawei FusionServer X6000
Mar 29, 2017 | HTML | Text",4,Oracle Corporation,Intel Xeon E5-2699 v4,2200,8,176,352,256,"15,118,177","1,322",232,"10,261"
"Huawei Technologies Co., Ltd","Fusion Server 2288H V5
Jul 11, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"5,941,377",461,49.6,"12,968"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Huawei Technologies Co., Ltd","Fusion Server 2288H V5
Jul 11, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,604,531",423,48.9,"13,398"
"Huawei Technologies Co., Ltd","Fusion Server 2288H V5
Sep 27, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,835,340",437,50.3,"13,478"
"Huawei Technologies Co., Ltd","Fusion Server 2288H V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,876,718",415,49.9,"13,490"
"Huawei Technologies Co., Ltd","Fusion Server 5288 V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,865,062",414,50,"13,388"
"Huawei Technologies Co., Ltd","Fusion Server 2288H V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,119,759",419,52.2,"14,224"
"Huawei Technologies Co., Ltd","Fusion Server 5288 V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,112,700",422,51.5,"14,071"
"Huawei Technologies Co., Ltd","Fusion Server 1288H V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,065,816",421,51.7,"14,209"
"Huawei Technologies Co., Ltd","Fusion Server 1288H V5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,862,280",414,50.3,"13,465"
IBM Corporation,"IBM System x3450
Mar 26, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon E5462,2800,2,8,8,16,"323,998",252,130,854
IBM Corporation,"IBM System x3200 M2
May 21, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"185,456",115,57.5,"1,054"
IBM Corporation,"IBM System x3250 M2
May 21, 2008 | HTML | Text",1,IBM Corporation,Intel X3350,2666,1,4,4,4,"173,021",119,68.9,913
IBM Corporation,"IBM System x3350
May 21, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"187,275",126,71.7,926
IBM Corporation,"IBM System x3250 M2
Aug 27, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,"188,975",127,70,940
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
IBM Corporation,"IBM System x3350
Aug 27, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,"187,946",125,65.9,974
IBM Corporation,"IBM System x3200 M2
Sep 10, 2008 | HTML | Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"190,234",119,56.7,"1,064"
IBM Corporation,"IBM System x3650 M2
Apr 23, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"620,270",244,81.4,"1,860"
IBM Corporation,"IBM System x3650 M2
May 20, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"617,957",236,72.2,"1,929"
IBM Corporation,"IBM System x3550 M2
May 20, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"623,736",244,74.3,"1,892"
IBM Corporation,"IBM System x iDataPlex dx360 M2
IBM iDataPlex 2U Flex chassis
Jun 3, 2009 | HTML | Text",2,IBM Corporation,Intel Xeon X5570,2933,4,16,32,24,"1,298,719",475,116,"2,066"
IBM Corporation,"IBM System x3550 M2
Jun 3, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"639,516",243,74.1,"1,938"
IBM Corporation,"IBM System x3650 M2
Jun 3, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"640,447",237,72.5,"1,977"
IBM Corporation,"IBM System x3400 M2
Jun 3, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,"548,091",223,70.9,"1,750"
IBM Corporation,"IBM System x iDataPlex dx360 M2
IBM iDataPlex 2U Flex chassis
Aug 27, 2009 | HTML | Text",2,IBM Corporation,Intel Xeon L5530,2400,4,16,32,16,"1,069,123",339,98.9,"2,231"
IBM Corporation,"System x3250 M3
Oct 8, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"314,314",115,43,"2,050"
IBM Corporation,"System x3200 M3
Oct 8, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"311,452",118,45.8,"2,035"
IBM Corporation,"IBM System x3650 M2
Oct 23, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"536,046",179,65.4,"2,053"
